      Step     Time          Energy          fmax
BFGS:    0 18:39:31     -172.654541        0.584539
BFGS:    1 18:39:31     -172.671280        0.343462
BFGS:    2 18:39:31     -172.681778        0.290613
BFGS:    3 18:39:32     -172.691544        0.401733
BFGS:    4 18:39:32     -172.703705        0.397551
BFGS:    5 18:39:32     -172.710556        0.216304
BFGS:    6 18:39:33     -172.713379        0.150049
BFGS:    7 18:39:33     -172.715775        0.227555
BFGS:    8 18:39:33     -172.719650        0.300956
BFGS:    9 18:39:33     -172.724899        0.309855
BFGS:   10 18:39:34     -172.730286        0.227752
BFGS:   11 18:39:34     -172.734787        0.184206
BFGS:   12 18:39:34     -172.740631        0.288966
BFGS:   13 18:39:34     -172.750656        0.515892
BFGS:   14 18:39:35     -172.763687        0.609757
BFGS:   15 18:39:35     -172.773224        0.405189
BFGS:   16 18:39:35     -172.777588        0.137644
BFGS:   17 18:39:36     -172.778595        0.141256
BFGS:   18 18:39:36     -172.779785        0.133985
BFGS:   19 18:39:36     -172.781494        0.132046
BFGS:   20 18:39:36     -172.782730        0.098395
BFGS:   21 18:39:37     -172.783310        0.054356
BFGS:   22 18:39:37     -172.783661        0.060779
BFGS:   23 18:39:37     -172.784134        0.081202
BFGS:   24 18:39:38     -172.784851        0.098893
BFGS:   25 18:39:38     -172.785629        0.088359
BFGS:   26 18:39:38     -172.786301        0.071624
BFGS:   27 18:39:39     -172.786987        0.090568
BFGS:   28 18:39:39     -172.788101        0.126711
BFGS:   29 18:39:39     -172.789871        0.152712
BFGS:   30 18:39:39     -172.791946        0.145178
BFGS:   31 18:39:40     -172.793518        0.119715
BFGS:   32 18:39:40     -172.794540        0.090495
BFGS:   33 18:39:40     -172.795593        0.106048
BFGS:   34 18:39:41     -172.796967        0.123419
BFGS:   35 18:39:41     -172.798248        0.108340
BFGS:   36 18:39:41     -172.799072        0.084614
BFGS:   37 18:39:41     -172.799576        0.072845
BFGS:   38 18:39:42     -172.800156        0.110101
BFGS:   39 18:39:42     -172.801041        0.132636
BFGS:   40 18:39:42     -172.801971        0.111887
BFGS:   41 18:39:43     -172.802628        0.057076
BFGS:   42 18:39:43     -172.803055        0.059178
BFGS:   43 18:39:43     -172.803543        0.061539
BFGS:   44 18:39:43     -172.804214        0.078166
BFGS:   45 18:39:44     -172.804886        0.072898
BFGS:   46 18:39:44     -172.805374        0.047406
      Step     Time          Energy          fmax
BFGS:    0 18:39:53     -172.654541        0.584539
BFGS:    1 18:39:53     -172.671280        0.343462
BFGS:    2 18:39:53     -172.681778        0.290612
BFGS:    3 18:39:54     -172.691544        0.401733
BFGS:    4 18:39:54     -172.703705        0.397550
BFGS:    5 18:39:55     -172.710556        0.216306
BFGS:    6 18:39:55     -172.713379        0.150051
BFGS:    7 18:39:55     -172.715775        0.227532
BFGS:    8 18:39:56     -172.719650        0.300964
BFGS:    9 18:39:56     -172.724899        0.309901
BFGS:   10 18:39:56     -172.730286        0.227737
BFGS:   11 18:39:57     -172.734787        0.184196
BFGS:   12 18:39:57     -172.740631        0.289071
BFGS:   13 18:39:57     -172.750656        0.515811
BFGS:   14 18:39:58     -172.763687        0.609741
BFGS:   15 18:39:58     -172.773239        0.405216
BFGS:   16 18:39:59     -172.777588        0.137648
BFGS:   17 18:39:59     -172.778595        0.141255
BFGS:   18 18:40:00     -172.779785        0.133943
BFGS:   19 18:40:00     -172.781494        0.132048
BFGS:   20 18:40:00     -172.782730        0.098410
BFGS:   21 18:40:01     -172.783310        0.054354
BFGS:   22 18:40:01     -172.783661        0.060779
BFGS:   23 18:40:01     -172.784134        0.081255
BFGS:   24 18:40:01     -172.784851        0.098859
BFGS:   25 18:40:02     -172.785629        0.088309
BFGS:   26 18:40:02     -172.786301        0.071625
BFGS:   27 18:40:02     -172.786987        0.090609
BFGS:   28 18:40:03     -172.788101        0.126610
BFGS:   29 18:40:03     -172.789871        0.152782
BFGS:   30 18:40:03     -172.791946        0.145188
BFGS:   31 18:40:03     -172.793518        0.119688
BFGS:   32 18:40:04     -172.794540        0.090487
BFGS:   33 18:40:04     -172.795593        0.106010
BFGS:   34 18:40:04     -172.796967        0.123432
BFGS:   35 18:40:05     -172.798248        0.108342
BFGS:   36 18:40:05     -172.799072        0.084609
BFGS:   37 18:40:05     -172.799576        0.072842
BFGS:   38 18:40:06     -172.800156        0.110095
BFGS:   39 18:40:06     -172.801041        0.132648
BFGS:   40 18:40:06     -172.801971        0.111865
BFGS:   41 18:40:06     -172.802628        0.057095
BFGS:   42 18:40:07     -172.803055        0.059183
BFGS:   43 18:40:07     -172.803558        0.061506
BFGS:   44 18:40:07     -172.804230        0.078185
BFGS:   45 18:40:07     -172.804886        0.072931
BFGS:   46 18:40:08     -172.805374        0.047411
      Step     Time          Energy          fmax
BFGS:    0 18:56:29     -172.654541        0.584539
BFGS:    1 18:56:29     -172.671280        0.343463
BFGS:    2 18:56:29     -172.681778        0.290612
BFGS:    3 18:56:30     -172.691544        0.401733
BFGS:    4 18:56:30     -172.703705        0.397548
BFGS:    5 18:56:30     -172.710556        0.216304
