      Step     Time          Energy          fmax
BFGS:    0 06:33:08     -165.457504       24.952770
BFGS:    1 06:33:08     -170.553802        4.777551
BFGS:    2 06:33:09     -171.368622        2.394122
BFGS:    3 06:33:09     -171.730118        1.644056
BFGS:    4 06:33:09     -171.870789        1.182883
BFGS:    5 06:33:09     -172.031174        1.478760
BFGS:    6 06:33:10     -172.205872        1.493814
BFGS:    7 06:33:10     -172.410248        1.180320
BFGS:    8 06:33:10     -172.541229        0.766767
BFGS:    9 06:33:11     -172.616226        0.533333
BFGS:   10 06:33:11     -172.656540        0.429027
BFGS:   11 06:33:11     -172.675995        0.402442
BFGS:   12 06:33:12     -172.691452        0.313784
BFGS:   13 06:33:12     -172.703979        0.281924
BFGS:   14 06:33:12     -172.715149        0.245912
BFGS:   15 06:33:13     -172.725220        0.214337
BFGS:   16 06:33:13     -172.732025        0.281333
BFGS:   17 06:33:13     -172.737961        0.272715
BFGS:   18 06:33:13     -172.745148        0.193499
BFGS:   19 06:33:14     -172.749283        0.112422
BFGS:   20 06:33:14     -172.751694        0.127071
BFGS:   21 06:33:14     -172.753769        0.121044
BFGS:   22 06:33:15     -172.756699        0.100629
BFGS:   23 06:33:15     -172.759781        0.079597
BFGS:   24 06:33:15     -172.761475        0.042878
      Step     Time          Energy          fmax
BFGS:    0 20:05:56     -165.457504       24.952762
BFGS:    1 20:05:56     -170.553802        4.777547
BFGS:    2 20:05:57     -171.368622        2.394122
BFGS:    3 20:05:57     -171.730118        1.644056
BFGS:    4 20:05:57     -171.870789        1.182885
BFGS:    5 20:05:58     -172.031174        1.478760
BFGS:    6 20:05:58     -172.205872        1.493815
BFGS:    7 20:05:58     -172.410248        1.180328
BFGS:    8 20:05:58     -172.541229        0.766759
BFGS:    9 20:05:59     -172.616226        0.533332
BFGS:   10 20:05:59     -172.656540        0.429020
BFGS:   11 20:05:59     -172.676010        0.402447
BFGS:   12 20:05:59     -172.691467        0.313786
BFGS:   13 20:06:00     -172.703979        0.281933
BFGS:   14 20:06:00     -172.715149        0.245928
BFGS:   15 20:06:01     -172.725220        0.214337
BFGS:   16 20:06:01     -172.732040        0.281333
BFGS:   17 20:06:01     -172.737976        0.272709
BFGS:   18 20:06:02     -172.745148        0.193495
BFGS:   19 20:06:02     -172.749283        0.112425
BFGS:   20 20:06:02     -172.751694        0.127076
BFGS:   21 20:06:02     -172.753769        0.121038
BFGS:   22 20:06:03     -172.756699        0.100619
BFGS:   23 20:06:03     -172.759796        0.079552
BFGS:   24 20:06:03     -172.761490        0.042882
