      Step     Time          Energy          fmax
BFGS:    0 01:33:39     -193.332968        6.422738
BFGS:    1 01:33:42     -194.302912        3.010498
BFGS:    2 01:33:44     -194.695867        1.339447
BFGS:    3 01:33:47     -194.830824        1.269294
BFGS:    4 01:33:49     -194.984779        1.781019
BFGS:    5 01:33:52     -195.275570        2.870200
BFGS:    6 01:33:54     -195.686554        2.950235
BFGS:    7 01:33:57     -196.004240        0.860544
BFGS:    8 01:33:59     -196.098890        0.845361
BFGS:    9 01:34:02     -196.238796        1.196965
BFGS:   10 01:34:05     -196.298515        1.134329
BFGS:   11 01:34:07     -196.462766        0.895549
BFGS:   12 01:34:10     -196.560104        0.899716
BFGS:   13 01:34:12     -196.707567        0.886125
BFGS:   14 01:34:15     -196.785906        0.990931
BFGS:   15 01:34:18     -196.858337        0.738989
BFGS:   16 01:34:20     -196.882679        0.803550
BFGS:   17 01:34:23     -196.901317        0.742358
BFGS:   18 01:34:26     -196.970861        0.869946
BFGS:   19 01:34:28     -197.122558        1.495237
BFGS:   20 01:34:31     -197.227981        1.339172
BFGS:   21 01:34:33     -197.256172        1.358012
BFGS:   22 01:34:36     -197.286001        1.607784
BFGS:   23 01:34:39     -197.328638        1.369985
BFGS:   24 01:34:41     -197.379719        1.305209
BFGS:   25 01:34:44     -197.484545        1.121119
BFGS:   26 01:34:47     -197.549278        1.128780
BFGS:   27 01:34:50     -197.637850        0.748529
BFGS:   28 01:34:52     -197.685623        0.675996
BFGS:   29 01:34:55     -197.718214        0.618352
BFGS:   30 01:34:58     -197.746891        0.878229
BFGS:   31 01:35:01     -197.768562        0.573336
BFGS:   32 01:35:03     -197.783149        0.332021
BFGS:   33 01:35:06     -197.793092        0.247938
BFGS:   34 01:35:09     -197.798782        0.268269
BFGS:   35 01:35:12     -197.804886        0.241457
BFGS:   36 01:35:14     -197.815042        0.250603
BFGS:   37 01:35:17     -197.824573        0.252681
BFGS:   38 01:35:20     -197.830257        0.192471
BFGS:   39 01:35:23     -197.833572        0.159388
BFGS:   40 01:35:25     -197.836040        0.162462
BFGS:   41 01:35:28     -197.842592        0.219254
BFGS:   42 01:35:31     -197.852377        0.242042
BFGS:   43 01:35:33     -197.861454        0.268239
BFGS:   44 01:35:36     -197.868206        0.258069
BFGS:   45 01:35:39     -197.877237        0.275082
BFGS:   46 01:35:42     -197.885313        0.352998
BFGS:   47 01:35:44     -197.897960        0.395351
BFGS:   48 01:35:47     -197.906326        0.357882
BFGS:   49 01:35:50     -197.916981        0.305469
BFGS:   50 01:35:52     -197.930673        0.249629
BFGS:   51 01:35:55     -197.936386        0.264910
BFGS:   52 01:35:58     -197.948559        0.312846
BFGS:   53 01:36:01     -197.959059        0.212683
BFGS:   54 01:36:04     -197.966133        0.173408
BFGS:   55 01:36:07     -197.969803        0.116970
BFGS:   56 01:36:10     -197.971395        0.095663
BFGS:   57 01:36:12     -197.973118        0.105688
BFGS:   58 01:36:15     -197.975460        0.133797
BFGS:   59 01:36:18     -197.978311        0.163393
BFGS:   60 01:36:21     -197.980968        0.166019
BFGS:   61 01:36:24     -197.982754        0.104137
BFGS:   62 01:36:26     -197.984045        0.080783
BFGS:   63 01:36:29     -197.985004        0.077510
BFGS:   64 01:36:32     -197.986259        0.124550
BFGS:   65 01:36:35     -197.988025        0.155122
BFGS:   66 01:36:37     -197.989759        0.126414
BFGS:   67 01:36:40     -197.991070        0.100528
BFGS:   68 01:36:43     -197.992351        0.111908
BFGS:   69 01:36:46     -197.994079        0.137702
BFGS:   70 01:36:48     -197.997188        0.182960
BFGS:   71 01:36:51     -198.001980        0.216257
BFGS:   72 01:36:54     -198.007326        0.215900
BFGS:   73 01:36:57     -198.012361        0.251172
BFGS:   74 01:36:59     -198.016660        0.206703
BFGS:   75 01:37:02     -198.020904        0.173992
BFGS:   76 01:37:05     -198.024545        0.125034
BFGS:   77 01:37:08     -198.026495        0.085601
BFGS:   78 01:37:11     -198.027565        0.083152
BFGS:   79 01:37:13     -198.028454        0.081682
BFGS:   80 01:37:16     -198.029772        0.100923
BFGS:   81 01:37:19     -198.032310        0.111357
BFGS:   82 01:37:22     -198.035991        0.091969
BFGS:   83 01:37:24     -198.038816        0.097620
BFGS:   84 01:37:27     -198.040317        0.083684
BFGS:   85 01:37:30     -198.040996        0.069363
BFGS:   86 01:37:33     -198.041759        0.059142
BFGS:   87 01:37:35     -198.042833        0.051794
BFGS:   88 01:37:38     -198.044122        0.054310
BFGS:   89 01:37:41     -198.045221        0.065784
BFGS:   90 01:37:43     -198.045858        0.057288
BFGS:   91 01:37:46     -198.046201        0.042910
