      Step     Time          Energy          fmax
BFGS:    0 18:30:00     -197.879549       14.315326
BFGS:    1 18:30:02     -201.740473        2.561642
BFGS:    2 18:30:05     -201.902554        2.271537
BFGS:    3 18:30:08     -202.111713        2.337017
BFGS:    4 18:30:10     -202.228686        1.746293
BFGS:    5 18:30:13     -202.361933        1.625696
BFGS:    6 18:30:16     -202.658982        0.851020
BFGS:    7 18:30:18     -202.747203        0.563093
BFGS:    8 18:30:21     -202.785927        0.499171
BFGS:    9 18:30:23     -202.818823        0.608462
BFGS:   10 18:30:26     -202.858795        0.485715
BFGS:   11 18:30:29     -202.869301        0.215098
BFGS:   12 18:30:31     -202.873133        0.165522
BFGS:   13 18:30:34     -202.875969        0.150982
BFGS:   14 18:30:37     -202.878304        0.143681
BFGS:   15 18:30:40     -202.879375        0.069928
BFGS:   16 18:30:42     -202.879620        0.031441
