      Step     Time          Energy          fmax
BFGS:    0 01:48:35     -172.570877        0.262746
BFGS:    1 01:48:35     -172.573486        0.101938
BFGS:    2 01:48:35     -172.574677        0.078286
BFGS:    3 01:48:35     -172.575806        0.106634
BFGS:    4 01:48:36     -172.576782        0.090850
BFGS:    5 01:48:36     -172.577164        0.047318
      Step     Time          Energy          fmax
BFGS:    0 15:33:50     -172.570877        0.262746
BFGS:    1 15:33:51     -172.573486        0.101938
BFGS:    2 15:33:51     -172.574677        0.078286
BFGS:    3 15:33:51     -172.575806        0.106634
BFGS:    4 15:33:51     -172.576782        0.090850
BFGS:    5 15:33:52     -172.577164        0.047318
