      Step     Time          Energy          fmax
BFGS:    0 03:30:00     -172.195557        2.376298
BFGS:    1 03:30:00     -172.423248        1.361455
BFGS:    2 03:30:00     -172.623810        0.662424
BFGS:    3 03:30:01     -172.647919        0.461441
BFGS:    4 03:30:01     -172.667206        0.331259
BFGS:    5 03:30:01     -172.680771        0.376467
BFGS:    6 03:30:01     -172.718613        0.536888
BFGS:    7 03:30:02     -172.756714        0.488855
BFGS:    8 03:30:02     -172.782364        0.243470
BFGS:    9 03:30:03     -172.792542        0.194156
BFGS:   10 03:30:03     -172.797302        0.135100
BFGS:   11 03:30:03     -172.800262        0.116426
BFGS:   12 03:30:04     -172.802780        0.083115
BFGS:   13 03:30:04     -172.804718        0.053682
BFGS:   14 03:30:04     -172.805695        0.053789
BFGS:   15 03:30:05     -172.806122        0.040716
      Step     Time          Energy          fmax
BFGS:    0 17:15:35     -172.195557        2.376298
BFGS:    1 17:15:35     -172.423248        1.361455
BFGS:    2 17:15:36     -172.623810        0.662424
BFGS:    3 17:15:36     -172.647919        0.461441
BFGS:    4 17:15:37     -172.667206        0.331259
BFGS:    5 17:15:37     -172.680771        0.376467
BFGS:    6 17:15:37     -172.718613        0.536888
BFGS:    7 17:15:38     -172.756714        0.488855
BFGS:    8 17:15:38     -172.782364        0.243470
BFGS:    9 17:15:38     -172.792542        0.194156
BFGS:   10 17:15:38     -172.797302        0.135100
BFGS:   11 17:15:39     -172.800262        0.116426
BFGS:   12 17:15:39     -172.802780        0.083115
BFGS:   13 17:15:39     -172.804718        0.053682
BFGS:   14 17:15:40     -172.805695        0.053789
BFGS:   15 17:15:40     -172.806122        0.040716
