      Step     Time          Energy          fmax
BFGS:    0 07:03:54     -172.179001        2.416952
BFGS:    1 07:03:54     -172.403091        1.409674
BFGS:    2 07:03:54     -172.605194        0.689524
BFGS:    3 07:03:55     -172.631683        0.486883
BFGS:    4 07:03:55     -172.653519        0.352418
BFGS:    5 07:03:55     -172.668411        0.400527
BFGS:    6 07:03:56     -172.709610        0.537906
BFGS:    7 07:03:56     -172.751755        0.479738
BFGS:    8 07:03:56     -172.780212        0.271471
BFGS:    9 07:03:56     -172.791748        0.185782
BFGS:   10 07:03:57     -172.796906        0.127616
BFGS:   11 07:03:57     -172.799683        0.097995
BFGS:   12 07:03:57     -172.802063        0.071610
BFGS:   13 07:03:58     -172.804245        0.052424
BFGS:   14 07:03:58     -172.805450        0.058378
BFGS:   15 07:03:58     -172.805984        0.045288
      Step     Time          Energy          fmax
BFGS:    0 21:18:51     -172.179001        2.416951
BFGS:    1 21:18:51     -172.403091        1.409680
BFGS:    2 21:18:52     -172.605194        0.689509
BFGS:    3 21:18:52     -172.631683        0.486887
BFGS:    4 21:18:52     -172.653519        0.352423
BFGS:    5 21:18:53     -172.668411        0.400522
BFGS:    6 21:18:53     -172.709610        0.537968
BFGS:    7 21:18:53     -172.751755        0.479696
BFGS:    8 21:18:54     -172.780212        0.271346
BFGS:    9 21:18:54     -172.791733        0.185782
BFGS:   10 21:18:54     -172.796906        0.127616
BFGS:   11 21:18:55     -172.799667        0.097938
BFGS:   12 21:18:55     -172.802063        0.071622
BFGS:   13 21:18:55     -172.804260        0.052439
BFGS:   14 21:18:56     -172.805450        0.058378
BFGS:   15 21:18:56     -172.806000        0.045283
